This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=551743&from=1662750828000
flat_modules is the only option now for updated Alvis nodes. You can remove this function call.
  0%|          | 0/23 [00:00<?, ?it/s]
epoch 379 iter 3: train loss 0.79953. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.55it/s]
epoch 379 iter 3: train loss 0.79953. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.57it/s]
epoch 379 iter 4: train loss 0.78470. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.57it/s]
epoch 379 iter 5: train loss 0.79672. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.57it/s]
epoch 379 iter 5: train loss 0.79672. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 379 iter 6: train loss 0.78872. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 379 iter 7: train loss 0.81315. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 379 iter 7: train loss 0.81315. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 379 iter 8: train loss 0.78252. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 379 iter 9: train loss 0.80127. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.55it/s]
epoch 379 iter 9: train loss 0.80127. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.52it/s]
epoch 379 iter 10: train loss 0.76226. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.52it/s]
epoch 379 iter 11: train loss 0.78909. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.52it/s]
epoch 379 iter 11: train loss 0.78909. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 379 iter 12: train loss 0.77833. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 379 iter 13: train loss 0.80635. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.55it/s]
epoch 379 iter 13: train loss 0.80635. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.55it/s]
epoch 379 iter 14: train loss 0.81096. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.55it/s]
epoch 379 iter 15: train loss 0.79280. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.55it/s]
epoch 379 iter 15: train loss 0.79280. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 379 iter 16: train loss 0.85160. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 379 iter 17: train loss 0.79189. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 379 iter 17: train loss 0.79189. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 379 iter 18: train loss 0.75150. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 379 iter 19: train loss 0.79037. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 379 iter 19: train loss 0.79037. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 379 iter 20: train loss 0.81678. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 379 iter 21: train loss 0.83017. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 379 iter 21: train loss 0.83017. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.50it/s]
epoch 379 iter 22: train loss 0.80940. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.50it/s]
epoch 379 iter 22: train loss 0.80940. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.57it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 380 iter 0: train loss 0.79075. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 380 iter 1: train loss 0.80431. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 380 iter 1: train loss 0.80431. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.45it/s]
epoch 380 iter 2: train loss 0.78919. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.45it/s]
epoch 380 iter 3: train loss 0.75976. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.45it/s]
epoch 380 iter 3: train loss 0.75976. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.50it/s]
epoch 380 iter 4: train loss 0.78827. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.50it/s]
epoch 380 iter 5: train loss 0.75769. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.50it/s]
epoch 380 iter 5: train loss 0.75769. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.49it/s]
epoch 380 iter 6: train loss 0.78798. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.49it/s]
epoch 380 iter 7: train loss 0.79681. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.49it/s]
epoch 380 iter 7: train loss 0.79681. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 380 iter 8: train loss 0.78231. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 380 iter 9: train loss 0.77488. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.52it/s]
epoch 380 iter 9: train loss 0.77488. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 380 iter 10: train loss 0.79271. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 380 iter 11: train loss 0.81555. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 380 iter 11: train loss 0.81555. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.50it/s]
epoch 380 iter 12: train loss 0.79989. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.50it/s]
epoch 380 iter 13: train loss 0.77685. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.50it/s]
epoch 380 iter 13: train loss 0.77685. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.50it/s]
epoch 380 iter 14: train loss 0.78474. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.50it/s]
epoch 380 iter 15: train loss 0.78335. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.50it/s]
epoch 380 iter 15: train loss 0.78335. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 380 iter 16: train loss 0.80094. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 380 iter 17: train loss 0.80328. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 380 iter 17: train loss 0.80328. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.49it/s]
epoch 380 iter 18: train loss 0.78130. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.49it/s]
epoch 380 iter 19: train loss 0.77590. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.49it/s]
epoch 380 iter 19: train loss 0.77590. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.49it/s]
epoch 380 iter 20: train loss 0.80323. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.49it/s]
epoch 380 iter 21: train loss 0.83628. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.49it/s]
epoch 380 iter 21: train loss 0.83628. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.48it/s]
epoch 380 iter 22: train loss 0.77145. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.48it/s]
epoch 380 iter 22: train loss 0.77145. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.54it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 381 iter 0: train loss 0.77684. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 381 iter 1: train loss 0.81059. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 381 iter 1: train loss 0.81059. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.59it/s]
epoch 381 iter 2: train loss 0.79035. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.59it/s]
epoch 381 iter 3: train loss 0.73549. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.59it/s]
epoch 381 iter 3: train loss 0.73549. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.59it/s]
epoch 381 iter 4: train loss 0.82607. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.59it/s]
epoch 381 iter 5: train loss 0.83053. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.59it/s]
epoch 381 iter 5: train loss 0.83053. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.56it/s]
epoch 381 iter 6: train loss 0.79777. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.56it/s]
epoch 381 iter 7: train loss 0.79540. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.56it/s]
epoch 381 iter 7: train loss 0.79540. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 381 iter 8: train loss 0.77066. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 381 iter 9: train loss 0.77784. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.54it/s]
epoch 381 iter 9: train loss 0.77784. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 381 iter 10: train loss 0.80322. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 381 iter 11: train loss 0.78142. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 381 iter 11: train loss 0.78142. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 381 iter 12: train loss 0.81477. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 381 iter 13: train loss 0.82528. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 381 iter 13: train loss 0.82528. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.54it/s]
epoch 381 iter 14: train loss 0.78593. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 15: train loss 0.80667. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 15: train loss 0.80667. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 16: train loss 0.82077. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 17: train loss 0.80142. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 17: train loss 0.80142. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 18: train loss 0.76254. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 19: train loss 0.78781. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 19: train loss 0.78781. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 20: train loss 0.82617. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 21: train loss 0.78626. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 21: train loss 0.78626. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 22: train loss 0.77684. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 381 iter 22: train loss 0.77684. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.58it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 382 iter 0: train loss 0.79305. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 382 iter 1: train loss 0.79989. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 382 iter 1: train loss 0.79989. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.61it/s]
epoch 382 iter 2: train loss 0.77611. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.61it/s]
epoch 382 iter 3: train loss 0.77994. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.61it/s]
epoch 382 iter 3: train loss 0.77994. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.60it/s]
epoch 382 iter 4: train loss 0.82105. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.60it/s]
epoch 382 iter 5: train loss 0.82844. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.60it/s]
epoch 382 iter 5: train loss 0.82844. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.54it/s]
epoch 382 iter 6: train loss 0.79621. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.54it/s]
epoch 382 iter 7: train loss 0.82142. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.54it/s]
epoch 382 iter 7: train loss 0.82142. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 382 iter 8: train loss 0.77989. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 382 iter 9: train loss 0.79301. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.53it/s]
epoch 382 iter 9: train loss 0.79301. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.52it/s]
epoch 382 iter 10: train loss 0.76884. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.52it/s]
epoch 382 iter 11: train loss 0.78497. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.52it/s]
epoch 382 iter 11: train loss 0.78497. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.51it/s]
epoch 382 iter 12: train loss 0.79432. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.51it/s]
epoch 382 iter 13: train loss 0.80435. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.51it/s]
epoch 382 iter 13: train loss 0.80435. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.53it/s]
epoch 382 iter 14: train loss 0.80296. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.53it/s]
epoch 382 iter 15: train loss 0.76449. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.53it/s]
epoch 382 iter 15: train loss 0.76449. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 382 iter 16: train loss 0.81530. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 382 iter 17: train loss 0.77851. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.53it/s]
epoch 382 iter 17: train loss 0.77851. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 382 iter 18: train loss 0.76586. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 382 iter 19: train loss 0.76505. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.56it/s]
epoch 382 iter 19: train loss 0.76505. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.56it/s]
epoch 382 iter 20: train loss 0.82212. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.56it/s]
epoch 382 iter 21: train loss 0.82047. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.56it/s]
epoch 382 iter 21: train loss 0.82047. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.52it/s]
epoch 382 iter 22: train loss 0.82869. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.52it/s]
epoch 382 iter 22: train loss 0.82869. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.56it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 383 iter 0: train loss 0.81212. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 383 iter 1: train loss 0.79730. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 383 iter 1: train loss 0.79730. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
epoch 383 iter 2: train loss 0.79423. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
epoch 383 iter 3: train loss 0.77745. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
epoch 383 iter 3: train loss 0.77745. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.61it/s]
epoch 383 iter 4: train loss 0.78193. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.61it/s]
epoch 383 iter 5: train loss 0.79253. lr 5.999996e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.61it/s]
epoch 383 iter 5: train loss 0.79253. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.58it/s]
epoch 383 iter 6: train loss 0.77460. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.58it/s]
epoch 383 iter 7: train loss 0.83033. lr 5.999996e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.58it/s]
epoch 383 iter 7: train loss 0.83033. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 383 iter 8: train loss 0.77377. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 383 iter 9: train loss 0.75691. lr 5.999996e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 383 iter 9: train loss 0.75691. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 383 iter 10: train loss 0.77430. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 383 iter 11: train loss 0.82292. lr 5.999996e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 383 iter 11: train loss 0.82292. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 383 iter 12: train loss 0.83900. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 383 iter 13: train loss 0.85415. lr 5.999996e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 383 iter 13: train loss 0.85415. lr 5.999996e-03:  61%|██████    | 14/23 [00:00<00:00, 14.52it/s]
epoch 383 iter 14: train loss 0.78589. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.52it/s]
epoch 383 iter 15: train loss 0.82975. lr 5.999996e-03:  61%|██████    | 14/23 [00:01<00:00, 14.52it/s]
epoch 383 iter 15: train loss 0.82975. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.51it/s]
epoch 383 iter 16: train loss 0.77029. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.51it/s]
epoch 383 iter 17: train loss 0.77299. lr 5.999996e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.51it/s]
epoch 383 iter 17: train loss 0.77299. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.51it/s]
epoch 383 iter 18: train loss 0.76698. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.51it/s]
epoch 383 iter 19: train loss 0.77683. lr 5.999996e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.51it/s]
epoch 383 iter 19: train loss 0.77683. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 383 iter 20: train loss 0.82707. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 383 iter 21: train loss 0.80134. lr 5.999996e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.52it/s]
epoch 383 iter 21: train loss 0.80134. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.53it/s]
epoch 383 iter 22: train loss 0.79019. lr 5.999996e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.53it/s]
epoch 383 iter 22: train loss 0.79019. lr 5.999996e-03: 100%|██████████| 23/23 [00:01<00:00, 14.57it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 384 iter 0: train loss 0.77728. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 384 iter 1: train loss 0.77504. lr 5.999996e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 384 iter 1: train loss 0.77504. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
epoch 384 iter 2: train loss 0.77684. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
epoch 384 iter 3: train loss 0.79933. lr 5.999996e-03:   9%|▊         | 2/23 [00:00<00:01, 14.63it/s]
